NAME	TITLE	SCORE	
KRTAP21-2	keratin associated protein 21-2 [Source:HGNC Symbol;Acc:HGNC:18946]	1.622766	
SLC35G6	solute carrier family 35 member G6 [Source:HGNC Symbol;Acc:HGNC:31351]	1.622097	
SCGB1D4	secretoglobin family 1D member 4 [Source:HGNC Symbol;Acc:HGNC:31748]	1.621486	
LMBR1L	limb development membrane protein 1 like [Source:HGNC Symbol;Acc:HGNC:18268]	1.620845	
OPN5	opsin 5 [Source:HGNC Symbol;Acc:HGNC:19992]	1.620643	
G6PC2	glucose-6-phosphatase catalytic subunit 2 [Source:HGNC Symbol;Acc:HGNC:28906]	1.620179	
TSPAN11	tetraspanin 11 [Source:HGNC Symbol;Acc:HGNC:30795]	1.620034	
GPR89A	G protein-coupled receptor 89A [Source:HGNC Symbol;Acc:HGNC:31984]	1.618113	
GPR89B	G protein-coupled receptor 89B [Source:HGNC Symbol;Acc:HGNC:13840]	1.618113	
OR1L8	olfactory receptor family 1 subfamily L member 8 [Source:HGNC Symbol;Acc:HGNC:15110]	1.616781	
GPR148	G protein-coupled receptor 148 [Source:HGNC Symbol;Acc:HGNC:23623]	1.616441	
GPR31	G protein-coupled receptor 31 [Source:HGNC Symbol;Acc:HGNC:4486]	1.616018	
SLC5A6	solute carrier family 5 member 6 [Source:HGNC Symbol;Acc:HGNC:11041]	1.614109	
JAGN1	jagunal homolog 1 [Source:HGNC Symbol;Acc:HGNC:26926]	1.614076	
OR1N1	olfactory receptor family 1 subfamily N member 1 [Source:HGNC Symbol;Acc:HGNC:8221]	1.613716	
SLC35D1	solute carrier family 35 member D1 [Source:HGNC Symbol;Acc:HGNC:20800]	1.613028	
SLC35G5	solute carrier family 35 member G5 [Source:HGNC Symbol;Acc:HGNC:15546]	1.612866	
SLC10A2	solute carrier family 10 member 2 [Source:HGNC Symbol;Acc:HGNC:10906]	1.612081	
CCR3	C-C motif chemokine receptor 3 [Source:HGNC Symbol;Acc:HGNC:1604]	1.612048	
SMIM35	small integral membrane protein 35 [Source:HGNC Symbol;Acc:HGNC:44179]	1.609971	
OR5C1	olfactory receptor family 5 subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:8331]	1.608563	
OR4D6	olfactory receptor family 4 subfamily D member 6 [Source:HGNC Symbol;Acc:HGNC:15175]	1.608364	
OR4K15	olfactory receptor family 4 subfamily K member 15 [Source:HGNC Symbol;Acc:HGNC:15353]	1.606882	
TMEM45B	transmembrane protein 45B [Source:HGNC Symbol;Acc:HGNC:25194]	1.604486	
CAV3	caveolin 3 [Source:HGNC Symbol;Acc:HGNC:1529]	1.603964	
TMEM54	transmembrane protein 54 [Source:HGNC Symbol;Acc:HGNC:24143]	1.603867	
SLC35C1	solute carrier family 35 member C1 [Source:HGNC Symbol;Acc:HGNC:20197]	1.601997	
SLC22A18	solute carrier family 22 member 18 [Source:HGNC Symbol;Acc:HGNC:10964]	1.600221	
MFSD13A	major facilitator superfamily domain containing 13A [Source:HGNC Symbol;Acc:HGNC:26196]	1.59866	
OR2T2	olfactory receptor family 2 subfamily T member 2 [Source:HGNC Symbol;Acc:HGNC:14725]	1.598509	
OR5B21	olfactory receptor family 5 subfamily B member 21 [Source:HGNC Symbol;Acc:HGNC:19616]	1.595008	
SLC2A5	solute carrier family 2 member 5 [Source:HGNC Symbol;Acc:HGNC:11010]	1.594996	
CD63	CD63 molecule [Source:HGNC Symbol;Acc:HGNC:1692]	1.594789	
OR6K3	olfactory receptor family 6 subfamily K member 3 [Source:HGNC Symbol;Acc:HGNC:15030]	1.594721	
TM7SF2	transmembrane 7 superfamily member 2 [Source:HGNC Symbol;Acc:HGNC:11863]	1.594668	
RNASEK	ribonuclease K [Source:HGNC Symbol;Acc:HGNC:33911]	1.594381	
SLC25A26	solute carrier family 25 member 26 [Source:HGNC Symbol;Acc:HGNC:20661]	1.593445	
FPR2	formyl peptide receptor 2 [Source:HGNC Symbol;Acc:HGNC:3827]	1.590672	
SLC2A8	solute carrier family 2 member 8 [Source:HGNC Symbol;Acc:HGNC:13812]	1.589154	
NNAT	neuronatin [Source:HGNC Symbol;Acc:HGNC:7860]	1.588789	
ALG12	ALG12 alpha-1,6-mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:19358]	1.588683	
SLC6A20	solute carrier family 6 member 20 [Source:HGNC Symbol;Acc:HGNC:30927]	1.587869	
TAS2R3	taste 2 receptor member 3 [Source:HGNC Symbol;Acc:HGNC:14910]	1.586869	
MT-ND5	mitochondrially encoded NADH:ubiquinone oxidoreductase core subunit 5 [Source:HGNC Symbol;Acc:HGNC:7461]	1.586642	
TMEM150A	transmembrane protein 150A [Source:HGNC Symbol;Acc:HGNC:24677]	1.585715	
MFSD11	major facilitator superfamily domain containing 11 [Source:HGNC Symbol;Acc:HGNC:25458]	1.585336	
SLC7A11	solute carrier family 7 member 11 [Source:HGNC Symbol;Acc:HGNC:11059]	1.581812	
CXCR1	C-X-C motif chemokine receptor 1 [Source:HGNC Symbol;Acc:HGNC:6026]	1.581348	
PRAF2	PRA1 domain family member 2 [Source:HGNC Symbol;Acc:HGNC:28911]	1.580338	
GPRC5D	G protein-coupled receptor class C group 5 member D [Source:HGNC Symbol;Acc:HGNC:13310]	1.577647	
TMEM185A	transmembrane protein 185A [Source:HGNC Symbol;Acc:HGNC:17125]	1.577024	
OR2W1	olfactory receptor family 2 subfamily W member 1 [Source:HGNC Symbol;Acc:HGNC:8281]	1.576544	
CMTM8	CKLF like MARVEL transmembrane domain containing 8 [Source:HGNC Symbol;Acc:HGNC:19179]	1.576489	
DEGS1	delta 4-desaturase, sphingolipid 1 [Source:HGNC Symbol;Acc:HGNC:13709]	1.576061	
SLC17A4	solute carrier family 17 member 4 [Source:HGNC Symbol;Acc:HGNC:10932]	1.575914	
ACKR4	atypical chemokine receptor 4 [Source:HGNC Symbol;Acc:HGNC:1611]	1.574212	
OR2T35	olfactory receptor family 2 subfamily T member 35 [Source:HGNC Symbol;Acc:HGNC:31257]	1.572741	
OR11G2	olfactory receptor family 11 subfamily G member 2 [Source:HGNC Symbol;Acc:HGNC:15346]	1.56988	
FCER1G	Fc fragment of IgE receptor Ig [Source:HGNC Symbol;Acc:HGNC:3611]	1.569246	
SGPP2	sphingosine-1-phosphate phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:19953]	1.568991	
MC5R	melanocortin 5 receptor [Source:HGNC Symbol;Acc:HGNC:6933]	1.567492	
SVOPL	SVOP like [Source:HGNC Symbol;Acc:HGNC:27034]	1.567438	
OR2B2	olfactory receptor family 2 subfamily B member 2 [Source:HGNC Symbol;Acc:HGNC:13966]	1.566872	
KCNK7	potassium two pore domain channel subfamily K member 7 [Source:HGNC Symbol;Acc:HGNC:6282]	1.563626	
SLC35G1	solute carrier family 35 member G1 [Source:HGNC Symbol;Acc:HGNC:26607]	1.56266	
MAS1	MAS1 proto-oncogene, G protein-coupled receptor [Source:HGNC Symbol;Acc:HGNC:6899]	1.562134	
MARVELD1	MARVEL domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28674]	1.560105	
MAS1L	MAS1 proto-oncogene like, G protein-coupled receptor [Source:HGNC Symbol;Acc:HGNC:13961]	1.558278	
MFSD10	major facilitator superfamily domain containing 10 [Source:HGNC Symbol;Acc:HGNC:16894]	1.557937	
MS4A5	membrane spanning 4-domains A5 [Source:HGNC Symbol;Acc:HGNC:13374]	1.556755	
RPRM	reprimo, TP53 dependent G2 arrest mediator homolog [Source:HGNC Symbol;Acc:HGNC:24201]	1.556043	
DPM3	dolichyl-phosphate mannosyltransferase subunit 3, regulatory [Source:HGNC Symbol;Acc:HGNC:3007]	1.555759	
TMEM265	transmembrane protein 265 [Source:HGNC Symbol;Acc:HGNC:51241]	1.554883	
LY6E	lymphocyte antigen 6 family member E [Source:HGNC Symbol;Acc:HGNC:6727]	1.554697	
CLDN8	claudin 8 [Source:HGNC Symbol;Acc:HGNC:2050]	1.552258	
TMEM128	transmembrane protein 128 [Source:HGNC Symbol;Acc:HGNC:28201]	1.552197	
SLC16A13	solute carrier family 16 member 13 [Source:HGNC Symbol;Acc:HGNC:31037]	1.549263	
SLC36A1	solute carrier family 36 member 1 [Source:HGNC Symbol;Acc:HGNC:18761]	1.547733	
MTNR1B	melatonin receptor 1B [Source:HGNC Symbol;Acc:HGNC:7464]	1.547128	
GPM6B	glycoprotein M6B [Source:HGNC Symbol;Acc:HGNC:4461]	1.546694	
FFAR4	free fatty acid receptor 4 [Source:HGNC Symbol;Acc:HGNC:19061]	1.546217	
SPTY2D1OS	SPTY2D1 opposite strand [Source:HGNC Symbol;Acc:HGNC:44122]	1.54471	
SFT2D3	SFT2 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28767]	1.544621	
CERS1	ceramide synthase 1 [Source:HGNC Symbol;Acc:HGNC:14253]	1.543353	
SEC61A2	SEC61 translocon subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:17702]	1.543315	
SLC38A5	solute carrier family 38 member 5 [Source:HGNC Symbol;Acc:HGNC:18070]	1.543188	
AQP10	aquaporin 10 [Source:HGNC Symbol;Acc:HGNC:16029]	1.542771	
OR4D10	olfactory receptor family 4 subfamily D member 10 [Source:HGNC Symbol;Acc:HGNC:15173]	1.542149	
OR9G4	olfactory receptor family 9 subfamily G member 4 [Source:HGNC Symbol;Acc:HGNC:15322]	1.54133	
RXFP4	relaxin family peptide/INSL5 receptor 4 [Source:HGNC Symbol;Acc:HGNC:14666]	1.541055	
CTXN3	cortexin 3 [Source:HGNC Symbol;Acc:HGNC:31110]	1.540588	
TMBIM1	transmembrane BAX inhibitor motif containing 1 [Source:HGNC Symbol;Acc:HGNC:23410]	1.540532	
ACKR2	atypical chemokine receptor 2 [Source:HGNC Symbol;Acc:HGNC:1565]	1.537953	
AQP6	aquaporin 6 [Source:HGNC Symbol;Acc:HGNC:639]	1.536759	
DHCR7	7-dehydrocholesterol reductase [Source:HGNC Symbol;Acc:HGNC:2860]	1.535922	
TMEM42	transmembrane protein 42 [Source:HGNC Symbol;Acc:HGNC:28444]	1.533391	
LPCAT3	lysophosphatidylcholine acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:30244]	1.533362	
LHFPL4	LHFPL tetraspan subfamily member 4 [Source:HGNC Symbol;Acc:HGNC:29568]	1.531904	
OR2A1	olfactory receptor family 2 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:8229]	1.531427	
MS4A15	membrane spanning 4-domains A15 [Source:HGNC Symbol;Acc:HGNC:28573]	1.53142	
OTOS	otospiralin [Source:HGNC Symbol;Acc:HGNC:22644]	1.529022	
SLC6A2	solute carrier family 6 member 2 [Source:HGNC Symbol;Acc:HGNC:11048]	1.528647	
OR5AU1	olfactory receptor family 5 subfamily AU member 1 [Source:HGNC Symbol;Acc:HGNC:15362]	1.528587	
OR3A3	olfactory receptor family 3 subfamily A member 3 [Source:HGNC Symbol;Acc:HGNC:8284]	1.528016	
ELOVL2	ELOVL fatty acid elongase 2 [Source:HGNC Symbol;Acc:HGNC:14416]	1.527243	
OR2T34	olfactory receptor family 2 subfamily T member 34 [Source:HGNC Symbol;Acc:HGNC:31256]	1.526666	
CLDN18	claudin 18 [Source:HGNC Symbol;Acc:HGNC:2039]	1.526658	
CCR8	C-C motif chemokine receptor 8 [Source:HGNC Symbol;Acc:HGNC:1609]	1.523576	
SLC5A8	solute carrier family 5 member 8 [Source:HGNC Symbol;Acc:HGNC:19119]	1.523306	
TM4SF20	transmembrane 4 L six family member 20 [Source:HGNC Symbol;Acc:HGNC:26230]	1.521232	
TMEM267	transmembrane protein 267 [Source:HGNC Symbol;Acc:HGNC:26139]	1.517857	
CLDN22	claudin 22 [Source:HGNC Symbol;Acc:HGNC:2044]	1.516433	
PAQR8	progestin and adipoQ receptor family member 8 [Source:HGNC Symbol;Acc:HGNC:15708]	1.514403	
ACKR3	atypical chemokine receptor 3 [Source:HGNC Symbol;Acc:HGNC:23692]	1.514228	
TSPAN17	tetraspanin 17 [Source:HGNC Symbol;Acc:HGNC:13594]	1.513325	
GPR173	G protein-coupled receptor 173 [Source:HGNC Symbol;Acc:HGNC:18186]	1.513197	
RHO	rhodopsin [Source:HGNC Symbol;Acc:HGNC:10012]	1.512444	
OR6S1	olfactory receptor family 6 subfamily S member 1 [Source:HGNC Symbol;Acc:HGNC:15363]	1.512346	
OR4E1	olfactory receptor family 4 subfamily E member 1 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:8296]	1.51217	
KCNK6	potassium two pore domain channel subfamily K member 6 [Source:HGNC Symbol;Acc:HGNC:6281]	1.510015	
TMEM18	transmembrane protein 18 [Source:HGNC Symbol;Acc:HGNC:25257]	1.509013	
CCL4L2	C-C motif chemokine ligand 4 like 2 [Source:HGNC Symbol;Acc:HGNC:24066]	1.507879	
SLC6A1	solute carrier family 6 member 1 [Source:HGNC Symbol;Acc:HGNC:11042]	1.507866	
SLC37A2	solute carrier family 37 member 2 [Source:HGNC Symbol;Acc:HGNC:20644]	1.506603	
CLDN14	claudin 14 [Source:HGNC Symbol;Acc:HGNC:2035]	1.505972	
MSMO1	methylsterol monooxygenase 1 [Source:HGNC Symbol;Acc:HGNC:10545]	1.503994	
SLC39A1	solute carrier family 39 member 1 [Source:HGNC Symbol;Acc:HGNC:12876]	1.500245	
OR2T3	olfactory receptor family 2 subfamily T member 3 [Source:HGNC Symbol;Acc:HGNC:14727]	1.49956	
TOMM7	translocase of outer mitochondrial membrane 7 [Source:HGNC Symbol;Acc:HGNC:21648]	1.498541	
OR4D9	olfactory receptor family 4 subfamily D member 9 [Source:HGNC Symbol;Acc:HGNC:15178]	1.498049	
SRD5A1	steroid 5 alpha-reductase 1 [Source:HGNC Symbol;Acc:HGNC:11284]	1.49772	
IFITM2	interferon induced transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:5413]	1.497122	
TSPAN3	tetraspanin 3 [Source:HGNC Symbol;Acc:HGNC:17752]	1.497014	
TSPAN15	tetraspanin 15 [Source:HGNC Symbol;Acc:HGNC:23298]	1.495343	
PLPP2	phospholipid phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:9230]	1.49495	
SLC18B1	solute carrier family 18 member B1 [Source:HGNC Symbol;Acc:HGNC:21573]	1.493611	
SLC5A4	solute carrier family 5 member 4 [Source:HGNC Symbol;Acc:HGNC:11039]	1.492565	
SLC35G4	solute carrier family 35 member G4 [Source:HGNC Symbol;Acc:HGNC:31043]	1.491536	
IFITM3	interferon induced transmembrane protein 3 [Source:HGNC Symbol;Acc:HGNC:5414]	1.490811	
MGST3	microsomal glutathione S-transferase 3 [Source:HGNC Symbol;Acc:HGNC:7064]	1.49027	
OR51E1	olfactory receptor family 51 subfamily E member 1 [Source:HGNC Symbol;Acc:HGNC:15194]	1.486713	
TSPAN9	tetraspanin 9 [Source:HGNC Symbol;Acc:HGNC:21640]	1.485466	
KRTAP19-2	keratin associated protein 19-2 [Source:HGNC Symbol;Acc:HGNC:18937]	1.485235	
SLC7A3	solute carrier family 7 member 3 [Source:HGNC Symbol;Acc:HGNC:11061]	1.484798	
SLC66A1	solute carrier family 66 member 1 [Source:HGNC Symbol;Acc:HGNC:26001]	1.484678	
PIGC	phosphatidylinositol glycan anchor biosynthesis class C [Source:HGNC Symbol;Acc:HGNC:8960]	1.48362	
TMEM185B	transmembrane protein 185B [Source:HGNC Symbol;Acc:HGNC:18896]	1.483308	
TSPAN5	tetraspanin 5 [Source:HGNC Symbol;Acc:HGNC:17753]	1.482509	
AGTR2	angiotensin II receptor type 2 [Source:HGNC Symbol;Acc:HGNC:338]	1.481585	
SLC10A7	solute carrier family 10 member 7 [Source:HGNC Symbol;Acc:HGNC:23088]	1.481539	
SLC18A2	solute carrier family 18 member A2 [Source:HGNC Symbol;Acc:HGNC:10935]	1.481104	
SLC39A11	solute carrier family 39 member 11 [Source:HGNC Symbol;Acc:HGNC:14463]	1.479183	
EBP	EBP cholestenol delta-isomerase [Source:HGNC Symbol;Acc:HGNC:3133]	1.478578	
SLC38A11	solute carrier family 38 member 11 [Source:HGNC Symbol;Acc:HGNC:26836]	1.477758	
BDKRB1	bradykinin receptor B1 [Source:HGNC Symbol;Acc:HGNC:1029]	1.477638	
CMTM5	CKLF like MARVEL transmembrane domain containing 5 [Source:HGNC Symbol;Acc:HGNC:19176]	1.476299	
SEC61A1	SEC61 translocon subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:18276]	1.475856	
GPR139	G protein-coupled receptor 139 [Source:HGNC Symbol;Acc:HGNC:19995]	1.475007	
HHATL	hedgehog acyltransferase like [Source:HGNC Symbol;Acc:HGNC:13242]	1.473826	
SCGB3A2	secretoglobin family 3A member 2 [Source:HGNC Symbol;Acc:HGNC:18391]	1.47353	
C3orf85	chromosome 3 open reading frame 85 [Source:HGNC Symbol;Acc:HGNC:53432]	1.473223	
CCR5	C-C motif chemokine receptor 5 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:1606]	1.472368	
OR2H1	olfactory receptor family 2 subfamily H member 1 [Source:HGNC Symbol;Acc:HGNC:8252]	1.471472	
HCST	hematopoietic cell signal transducer [Source:HGNC Symbol;Acc:HGNC:16977]	1.469877	
DEFA3	defensin alpha 3 [Source:HGNC Symbol;Acc:HGNC:2762]	1.468528	
SLC17A9	solute carrier family 17 member 9 [Source:HGNC Symbol;Acc:HGNC:16192]	1.467031	
NPBWR2	neuropeptides B and W receptor 2 [Source:HGNC Symbol;Acc:HGNC:4530]	1.46662	
PLPP5	phospholipid phosphatase 5 [Source:HGNC Symbol;Acc:HGNC:25026]	1.466364	
SLC5A2	solute carrier family 5 member 2 [Source:HGNC Symbol;Acc:HGNC:11037]	1.466287	
UBIAD1	UbiA prenyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30791]	1.466222	
UQCR10	ubiquinol-cytochrome c reductase, complex III subunit X [Source:HGNC Symbol;Acc:HGNC:30863]	1.464669	
OR2W3	olfactory receptor family 2 subfamily W member 3 [Source:HGNC Symbol;Acc:HGNC:15021]	1.461012	
OR2G6	olfactory receptor family 2 subfamily G member 6 [Source:HGNC Symbol;Acc:HGNC:27019]	1.460654	
NIPAL2	NIPA like domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25854]	1.460258	
TMEM17	transmembrane protein 17 [Source:HGNC Symbol;Acc:HGNC:26623]	1.45903	
GPM6A	glycoprotein M6A [Source:HGNC Symbol;Acc:HGNC:4460]	1.458502	
GPR55	G protein-coupled receptor 55 [Source:HGNC Symbol;Acc:HGNC:4511]	1.458267	
SLC46A1	solute carrier family 46 member 1 [Source:HGNC Symbol;Acc:HGNC:30521]	1.45814	
GPR18	G protein-coupled receptor 18 [Source:HGNC Symbol;Acc:HGNC:4472]	1.457898	
SLC5A12	solute carrier family 5 member 12 [Source:HGNC Symbol;Acc:HGNC:28750]	1.457501	
SLC7A6	solute carrier family 7 member 6 [Source:HGNC Symbol;Acc:HGNC:11064]	1.45256	
CLN6	CLN6 transmembrane ER protein [Source:HGNC Symbol;Acc:HGNC:2077]	1.451289	
KRTAP21-3	keratin associated protein 21-3 [Source:HGNC Symbol;Acc:HGNC:34216]	1.450946	
ATP5MC3	ATP synthase membrane subunit c locus 3 [Source:HGNC Symbol;Acc:HGNC:843]	1.448571	
GPR21	G protein-coupled receptor 21 [Source:HGNC Symbol;Acc:HGNC:4476]	1.448054	
SLC5A9	solute carrier family 5 member 9 [Source:HGNC Symbol;Acc:HGNC:22146]	1.447728	
FAM24A	family with sequence similarity 24 member A [Source:HGNC Symbol;Acc:HGNC:23470]	1.444917	
SLC5A1	solute carrier family 5 member 1 [Source:HGNC Symbol;Acc:HGNC:11036]	1.442918	
PRLHR	prolactin releasing hormone receptor [Source:HGNC Symbol;Acc:HGNC:4464]	1.442678	
CX3CR1	C-X3-C motif chemokine receptor 1 [Source:HGNC Symbol;Acc:HGNC:2558]	1.442561	
TVP23A	trans-golgi network vesicle protein 23 homolog A [Source:HGNC Symbol;Acc:HGNC:20398]	1.439734	
SLC6A7	solute carrier family 6 member 7 [Source:HGNC Symbol;Acc:HGNC:11054]	1.439213	
RAB5IF	RAB5 interacting factor [Source:HGNC Symbol;Acc:HGNC:15870]	1.438114	
TMEM100	transmembrane protein 100 [Source:HGNC Symbol;Acc:HGNC:25607]	1.435544	
TPRA1	transmembrane protein adipocyte associated 1 [Source:HGNC Symbol;Acc:HGNC:30413]	1.43546	
OR4D11	olfactory receptor family 4 subfamily D member 11 [Source:HGNC Symbol;Acc:HGNC:15174]	1.433986	
TMEM179B	transmembrane protein 179B [Source:HGNC Symbol;Acc:HGNC:33744]	1.433961	
MTRNR2L13	MT-RNR2 like 13 [Source:HGNC Symbol;Acc:HGNC:37170]	1.433914	
AGTR1	angiotensin II receptor type 1 [Source:HGNC Symbol;Acc:HGNC:336]	1.433577	
VN1R2	vomeronasal 1 receptor 2 [Source:HGNC Symbol;Acc:HGNC:19872]	1.433365	
OR10S1	olfactory receptor family 10 subfamily S member 1 [Source:HGNC Symbol;Acc:HGNC:14807]	1.432543	
SLC29A1	solute carrier family 29 member 1 (Augustine blood group) [Source:HGNC Symbol;Acc:HGNC:11003]	1.431131	
NDFIP1	Nedd4 family interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:17592]	1.430854	
SLC6A13	solute carrier family 6 member 13 [Source:HGNC Symbol;Acc:HGNC:11046]	1.430317	
SLC2A2	solute carrier family 2 member 2 [Source:HGNC Symbol;Acc:HGNC:11006]	1.429478	
OR3A2	olfactory receptor family 3 subfamily A member 2 [Source:HGNC Symbol;Acc:HGNC:8283]	1.429101	
WFDC10B	WAP four-disulfide core domain 10B [Source:HGNC Symbol;Acc:HGNC:20479]	1.428266	
TSPAN2	tetraspanin 2 [Source:HGNC Symbol;Acc:HGNC:20659]	1.427577	
IFI6	interferon alpha inducible protein 6 [Source:HGNC Symbol;Acc:HGNC:4054]	1.427108	
TAAR2	trace amine associated receptor 2 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:4514]	1.426952	
CD9	CD9 molecule [Source:HGNC Symbol;Acc:HGNC:1709]	1.426184	
ZDHHC12	zinc finger DHHC-type palmitoyltransferase 12 [Source:HGNC Symbol;Acc:HGNC:19159]	1.424826	
SLC29A2	solute carrier family 29 member 2 [Source:HGNC Symbol;Acc:HGNC:11004]	1.423514	
SSTR4	somatostatin receptor 4 [Source:HGNC Symbol;Acc:HGNC:11333]	1.42197	
TAAR9	trace amine associated receptor 9 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:20977]	1.421779	
OR2T12	olfactory receptor family 2 subfamily T member 12 [Source:HGNC Symbol;Acc:HGNC:19592]	1.421564	
CXCR2	C-X-C motif chemokine receptor 2 [Source:HGNC Symbol;Acc:HGNC:6027]	1.419992	
C5AR2	complement component 5a receptor 2 [Source:HGNC Symbol;Acc:HGNC:4527]	1.418459	
YIPF5	Yip1 domain family member 5 [Source:HGNC Symbol;Acc:HGNC:24877]	1.415973	
CCR7	C-C motif chemokine receptor 7 [Source:HGNC Symbol;Acc:HGNC:1608]	1.415684	
SMIM18	small integral membrane protein 18 [Source:HGNC Symbol;Acc:HGNC:42973]	1.415495	
MBOAT7	membrane bound O-acyltransferase domain containing 7 [Source:HGNC Symbol;Acc:HGNC:15505]	1.414693	
CLDN19	claudin 19 [Source:HGNC Symbol;Acc:HGNC:2040]	1.414251	
SLC22A4	solute carrier family 22 member 4 [Source:HGNC Symbol;Acc:HGNC:10968]	1.413443	
SLC16A5	solute carrier family 16 member 5 [Source:HGNC Symbol;Acc:HGNC:10926]	1.412099	
OR2H2	olfactory receptor family 2 subfamily H member 2 [Source:HGNC Symbol;Acc:HGNC:8253]	1.411765	
SLC47A1	solute carrier family 47 member 1 [Source:HGNC Symbol;Acc:HGNC:25588]	1.410541	
VN1R1	vomeronasal 1 receptor 1 [Source:HGNC Symbol;Acc:HGNC:13548]	1.410481	
SLC35B2	solute carrier family 35 member B2 [Source:HGNC Symbol;Acc:HGNC:16872]	1.407406	
SYNGR2	synaptogyrin 2 [Source:HGNC Symbol;Acc:HGNC:11499]	1.405182	
MCHR2	melanin concentrating hormone receptor 2 [Source:HGNC Symbol;Acc:HGNC:20867]	1.404267	
LMBR1	limb development membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:13243]	1.403853	
MPC2	mitochondrial pyruvate carrier 2 [Source:HGNC Symbol;Acc:HGNC:24515]	1.403244	
GPRC5B	G protein-coupled receptor class C group 5 member B [Source:HGNC Symbol;Acc:HGNC:13308]	1.402947	
NIPAL3	NIPA like domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25233]	1.402748	
ELOVL4	ELOVL fatty acid elongase 4 [Source:HGNC Symbol;Acc:HGNC:14415]	1.402442	
SLC22A1	solute carrier family 22 member 1 [Source:HGNC Symbol;Acc:HGNC:10963]	1.400875	
WFDC9	WAP four-disulfide core domain 9 [Source:HGNC Symbol;Acc:HGNC:20380]	1.400545	
DEFB131A	defensin beta 131A [Source:HGNC Symbol;Acc:HGNC:18108]	1.400076	
SLC11A2	solute carrier family 11 member 2 [Source:HGNC Symbol;Acc:HGNC:10908]	1.399706	
SLC25A35	solute carrier family 25 member 35 [Source:HGNC Symbol;Acc:HGNC:31921]	1.399594	
C5AR1	complement C5a receptor 1 [Source:HGNC Symbol;Acc:HGNC:1338]	1.399304	
GHITM	growth hormone inducible transmembrane protein [Source:HGNC Symbol;Acc:HGNC:17281]	1.399178	
GET1	guided entry of tail-anchored proteins factor 1 [Source:HGNC Symbol;Acc:HGNC:12790]	1.397086	
SLC25A14	solute carrier family 25 member 14 [Source:HGNC Symbol;Acc:HGNC:10984]	1.394017	
CD37	CD37 molecule [Source:HGNC Symbol;Acc:HGNC:1666]	1.393314	
TMEM109	transmembrane protein 109 [Source:HGNC Symbol;Acc:HGNC:28771]	1.392921	
GPR27	G protein-coupled receptor 27 [Source:HGNC Symbol;Acc:HGNC:4482]	1.392314	
CCR9	C-C motif chemokine receptor 9 [Source:HGNC Symbol;Acc:HGNC:1610]	1.391676	
TM4SF5	transmembrane 4 L six family member 5 [Source:HGNC Symbol;Acc:HGNC:11857]	1.391547	
SC5D	sterol-C5-desaturase [Source:HGNC Symbol;Acc:HGNC:10547]	1.390858	
SEC61G	SEC61 translocon subunit gamma [Source:HGNC Symbol;Acc:HGNC:18277]	1.387824	
SLC6A6	solute carrier family 6 member 6 [Source:HGNC Symbol;Acc:HGNC:11052]	1.387667	
LPAR6	lysophosphatidic acid receptor 6 [Source:HGNC Symbol;Acc:HGNC:15520]	1.38755	
SLC52A2	solute carrier family 52 member 2 [Source:HGNC Symbol;Acc:HGNC:30224]	1.385548	
ALG3	ALG3 alpha-1,3- mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:23056]	1.385481	
OXTR	oxytocin receptor [Source:HGNC Symbol;Acc:HGNC:8529]	1.384921	
DEFB1	defensin beta 1 [Source:HGNC Symbol;Acc:HGNC:2766]	1.384907	
GPR146	G protein-coupled receptor 146 [Source:HGNC Symbol;Acc:HGNC:21718]	1.383031	
SLC22A12	solute carrier family 22 member 12 [Source:HGNC Symbol;Acc:HGNC:17989]	1.382884	
SLC35A2	solute carrier family 35 member A2 [Source:HGNC Symbol;Acc:HGNC:11022]	1.382609	
SLC17A5	solute carrier family 17 member 5 [Source:HGNC Symbol;Acc:HGNC:10933]	1.38014	
SLC2A6	solute carrier family 2 member 6 [Source:HGNC Symbol;Acc:HGNC:11011]	1.378368	
SLC46A2	solute carrier family 46 member 2 [Source:HGNC Symbol;Acc:HGNC:16055]	1.37781	
GJB2	gap junction protein beta 2 [Source:HGNC Symbol;Acc:HGNC:4284]	1.377137	
